scorer,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru,aru
labeled-data/milo_15s/Service-Dog-Obeys-Mom-s-Instructions-Over-Ring-Cam-_-RingTV_mp4-0016_jpg.rf.b44e9f8fdaba768ba2789cff03229a70.jpg,,,,,,,,,,,237.087,385.023,,,,,,,,,,,257.462,403.526,,,338.525,489.467,274.023,362.122,299.993,629.721,286.82,671.487,365.552,642.754,357.367,679.848
labeled-data/milo_15s/dogcam_185_single_34s_mp4-0028_jpg.rf.17dd2dfe7362c6a403abdb8830c1746f.jpg,205.0,172.0,284.0,235.0,151.0,271.0,334.0,116.0,284.0,84.0,389.0,160.0,,,,,,,161.0,383.0,105.0,343.0,466.0,290.0,695.0,431.0,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_96_multiple_49s_mp4-0013_jpg.rf.8db54c71964c43f3a2e7a5f266544849.jpg,,,,,228.389,253.309,,,,,,,,,,,,,,,,,230.159,194.311,269.261,178.774,296.778,186.782,313.826,227.999,302.862,235.973,293.348,251.298,,,,
labeled-data/milo_15s/Husky-s-priceless-protest-while-recovering-from-anesthesia_mp4-0016_jpg.rf.de592ad10b29d29d2d1557c5ce1efd30.jpg,,,267.18,179.796,174.81,209.663,258.135,138.693,282.255,126.089,321.45,128.281,,,,,,,,,,,403.1,235.708,,,,,,,,,,,,,,
labeled-data/milo_15s/This-Is-What-Golden-Retrievers-Do-When-They-re-Home-Alone-Furbo-Dog-Camera_mp4-0013_jpg.rf.47642502aef2c1984410d8f0654e0205.jpg,365.247,153.091,372.976,154.273,368.066,163.275,368.612,142.179,362.883,145.362,374.613,146.453,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Family-Dogs-Know-How-to-Get-Their-Owner-s-Attention-When-They-Want-to-Come-Back-Inside-_mp4-0006_jpg.rf.530f863aabfe9721c38fc841def9e2b5.jpg,549.253,374.095,767.271,528.864,,,754.612,258.722,633.647,150.384,864.325,331.885,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Naughty-Pitbull-Caught-On-Furbo-_-Furbo-Dog-Camera_mp4-0008_jpg.rf.54420f54556887db269937566a4cc340.jpg,,,,,281.865,307.286,297.642,269.422,280.272,253.48,307.893,249.21,,,243.654,282.803,,,,,,,290.238,217.032,257.492,183.442,,,,,207.934,246.245,,,170.358,248.061,160.957,270.206
labeled-data/milo_15s/dogcam_47_single_25s_mp4-0007_jpg.rf.c6ec8b424524638c796a820c4bbc06a0.jpg,258.629,302.393,344.511,241.494,422.586,319.569,211.784,207.141,178.993,253.986,278.929,171.227,283.613,475.718,,,,,,,,,,,-52.108,542.862,-31.808,792.701,-119.252,780.209,,,,,366.372,717.75,,
labeled-data/milo_15s/Golden-Retriever-Poses-for-Selfie-Furbo-Dog-Camera_mp4-0008_jpg.rf.a9ccb1bee7a3dd899ec9b687e2389849.jpg,180.159,-13.717,270.562,-10.279,203.743,37.365,,,,,,,246.12,210.794,101.461,418.778,,,354.913,403.241,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Silly-Moment-Caught-On-Furbo-Furbo-Dog-Camera_mp4-0008_jpg.rf.4b2f74ee60e56051e6edd32e8fa8b5d4.jpg,,,,,,,212.703,191.127,218.543,189.458,206.53,188.791,,,,,,,,,,,210.868,200.804,206.196,224.329,206.029,248.856,201.024,261.202,,,,,,,,
labeled-data/milo_15s/Dogs-Alone-_-We-want-to-see-your-stories-_-Channel-4_mp4-0088_jpg.rf.e577688d44d401e7e92a762f68a2185e.jpg,492.604,258.279,,,534.455,281.407,455.747,202.629,436.436,218.08,,,433.0,305.0,341.719,459.316,323.701,493.058,459.328,451.121,454.867,491.274,386.88,208.042,,,,,,,503.0,381.0,503.572,433.577,400.0,401.0,387.093,445.281
labeled-data/milo_15s/dogcam_84_single_58s_mp4-0016_jpg.rf.b14190a94b808b9acb5e957c44a596c7.jpg,,,,,,,,,305.898,-301.352,,,,,,,245.999,354.469,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/buzz_mp4-0112_jpg.rf.da49b6b03fbb63643d37ca2e3260fa12.jpg,220.0,149.522,368.171,143.466,457.333,234.83,207.837,25.434,106.667,80.208,,,237.562,457.019,,,,,,,,,,,,,,,-14.649,491.257,,,,,26.786,558.833,,
labeled-data/milo_15s/Impatient-Pup-Figures-Out-How-to-Ring-the-Doorbell-to-Get-Attention-RingTV-Ring-1080p-h264-_mp4-0007_jpg.rf.d37ae0c93856cc443e1ac2ab5dfee626.jpg,356.084,324.113,480.43,307.894,502.001,543.098,359.601,208.596,281.476,225.717,418.179,200.009,357.165,632.275,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Hidden-cam-recorded-dog-Super-Funny-Cute-Dog-Videos_mp4-0018_jpg.rf.df9831fd23fffdd7cf179356b653eff4.jpg,,,,,,,349.123,101.186,375.796,116.005,326.896,101.186,,,310.595,375.341,,,,,,,332.823,133.788,246.876,157.499,82.392,161.945,,,144.629,307.173,,,,,,
labeled-data/milo_15s/dogcam_108_single_45s_mp4-0036_jpg.rf.4e387a7f8208fe9573f519d652d1d58d.jpg,177.816,239.069,182.789,239.281,,,179.8,223.3,,,,,,,,,,,,,,,,,196.632,226.411,203.846,226.113,209.739,222.013,,,,,,,,
labeled-data/milo_15s/dogcam_47_single_25s_mp4-0020_jpg.rf.ea094b4a9cfc9eb538188ddf72273a60.jpg,,,,,,,,,,,,,,,,,,,,,,,126.5,644.0,336.5,646.5,,,,,,,,,,,,
labeled-data/milo_15s/Dog-Caught-Practicing-His-Kissing-Skills-__-ViralHog_mp4-0032_jpg.rf.18e03480b35b03d61440cd69162b553b.jpg,,,,,,,,,100.396,176.059,,,,,,,,,,,7.199,365.913,-18.0,145.434,-239.0,149.433,,,,,,,,,,,,
labeled-data/milo_15s/videoplayback-1-_mp4-0012_jpg.rf.8788b073cef189e3354aa0c17fb0c440.jpg,439.471,114.138,524.632,122.804,583.82,176.892,402.41,70.808,343.27,87.353,,,482.931,362.849,,,,,672.568,224.057,769.543,152.906,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_253_single_15s_mp4_mp4-0012_jpg.rf.b055155f0469d2641349bf7d85ed0bdc.jpg,,,,,,,124.515,445.402,,,128.414,455.366,,,,,,,,,,,147.894,441.607,196.25,417.923,250.773,388.399,295.56,350.115,262.457,440.634,259.83,459.121,240.623,435.004,231.625,449.069
labeled-data/milo_15s/dogcam_229_single_54s_mp4-0044_jpg.rf.5ea772888083737d97d1eddfae25566f.jpg,,,,,,,,,254.913,162.785,,,,,233.482,169.029,238.684,178.603,,,,,245.55,146.135,223.678,128.425,,,186.657,114.391,184.795,165.699,186.46,180.268,206.018,166.739,206.018,178.811
labeled-data/milo_15s/Furbo-Dog-Camera-Saved-This-Dog-Owners-House_mp4-0048_jpg.rf.f8d432fad88aee86406b3ea694184838.jpg,,,431.739,148.53,415.095,162.698,437.118,121.204,453.583,114.215,464.82,119.002,492.557,219.15,447.75,298.37,437.371,338.608,487.241,303.685,470.027,337.09,,,,,,,393.831,273.054,,,466.483,301.66,,,435.346,299.889
labeled-data/milo_15s/dogcam_102_single_15s_mp4-0012_jpg.rf.a876165ebd1d3f544a7b1b577b9b69cc.jpg,187.0,209.0,247.0,186.0,233.648,265.896,171.841,49.607,138.0,119.0,250.0,88.0,261.026,257.938,112.892,388.027,119.987,464.582,258.73,447.029,247.448,513.915,,,,,,,,,,,,,-19.296,426.699,-22.001,491.901
labeled-data/milo_15s/Wandering-Dogs-Make-Themselves-at-Home-RingTV_mp4-0012_jpg.rf.786c71adeda8f57d44cad906284acf2c.jpg,,,,,,,506.276,279.046,522.021,301.983,450.633,274.9,497.505,365.512,,,,,,,,,431.839,332.017,,,,,60.886,331.132,,,,,,,,
labeled-data/milo_15s/dogcam_177_single_60_mp4-0048_jpg.rf.da3413c7eb1d73a094370a766aaa19d8.jpg,,,,,,,170.954,149.256,179.344,158.028,159.895,156.121,,,,,,,,,,,169.584,178.197,166.422,190.317,,,152.53,205.09,,,,,167.522,273.199,165.996,285.403
labeled-data/milo_15s/dogcam_203_single_60s_mp4-0048_jpg.rf.188177cd9fbf5233f46cbda59a929f31.jpg,,,,,402.308,196.981,,,,,,,,,,,,,455.655,227.116,448.166,231.814,436.515,197.117,465.157,184.221,498.939,170.698,490.007,151.188,510.495,225.215,509.047,245.447,,,,
labeled-data/milo_15s/-This-is-the-Face-of-a-Sassy-Dog-_mp4-0004_jpg.rf.3c0dab5564adf5968ad0c74a6f5e0e37.jpg,206.4,202.206,364.8,187.81,357.288,256.332,262.4,64.646,116.8,167.016,401.6,111.033,304.0,437.338,76.907,732.504,,,377.033,759.378,,,,,,,,,59.531,472.762,,,,,,,,
labeled-data/milo_15s/The-Cutest-Bull-Dog-Caught-On-Furbo-Dog-Camera_mp4-0012_jpg.rf.8df84bbed154b7327524a41eae68b6f4.jpg,177.21,293.602,207.376,293.335,193.404,302.533,191.13,271.029,181.386,269.405,205.507,270.911,187.233,335.987,152.917,380.362,146.791,386.731,194.721,383.555,197.499,393.71,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Sneaky-Dog-Caught-On-Furbo-Dog-Camera_mp4-0008_jpg.rf.f0d5385789b4fe62918244a73f8be38d.jpg,,,,,,,,,,,,,,,,,,,,,,,359.033,261.703,266.019,243.92,152.487,223.401,,,,,,,,,,
labeled-data/milo_15s/Naughty-Puppies-Caught-On-Furbo_mp4-0012_jpg.rf.068a7dca5e5e98c9224413c9d1b4c927.jpg,,,,,,,74.414,219.563,71.549,209.946,81.987,211.686,,,,,,,106.56,215.073,105.84,223.23,88.894,189.771,101.418,180.751,120.911,172.337,,,131.92,208.749,132.56,215.787,121.84,207.949,121.92,214.747
labeled-data/milo_15s/Yogi-The-Corgi-Enjoying-Furbo-Treats_mp4-0012_jpg.rf.9f1e2e1b4091c5aba8c8b373c1889c6c.jpg,320.736,271.543,,,340.357,288.482,320.06,259.282,307.32,263.829,329.624,262.152,,,312.81,335.539,,,346.029,342.051,342.623,354.568,,,349.387,268.24,358.926,245.273,,,,,,,,,,
labeled-data/milo_15s/dogcam_90_single_66s_mp4-0053_jpg.rf.266ac6f61823cbb7085dc6e156502dc3.jpg,,,,,,,,,,,,,,,,,,,,,,,311.909,324.755,325.468,326.411,327.547,335.412,,,,,,,,,,
labeled-data/milo_15s/dogcam_83_multiple_30s_mp4-0025_jpg.rf.52988bf3de306fa1b7380870e47b7db1.jpg,,,,,,,,,,,,,,,,,,,,,,,419.188,215.874,405.496,219.069,395.0,221.807,395.0,199.901,380.852,253.755,382.677,277.03,407.778,256.949,418.732,276.117
labeled-data/milo_15s/dogcam_101_multiple_58s_mp4-0017_jpg.rf.48a65111ca548cb4634cb7f78691e63b.jpg,,,,,,,,,,,,,,,,,,,,,,,-311.0,494.0,254.0,506.5,726.5,369.0,,,,,,,,,,
labeled-data/milo_15s/Hidden-camera-The-dog-was-left-at-home-alone____mp4-0032_jpg.rf.88f1992fbcebe24db7015363b0a88d48.jpg,,,,,,,,,,,,,,,,,,,328.306,490.493,327.224,512.487,,,330.109,401.795,249.693,414.414,215.075,354.948,271.33,493.017,280.345,512.847,239.957,494.459,235.269,520.059
labeled-data/milo_15s/dogcam_126_single_10s_mp4-0008_jpg.rf.ebdedf65ed54cf491b78dcb685bf58ef.jpg,,,,,113.609,242.226,,,,,193.048,279.714,129.266,362.555,,,,,,,,,,,,,243.446,355.948,,,282.405,347.729,295.481,340.138,,,,
labeled-data/milo_15s/videoplayback-2-_mp4-0008_jpg.rf.0988ef81fb5ed9b14ad644c5e1cbdfb3.jpg,,,,,262.892,332.689,284.765,317.321,,,,,276.199,335.749,264.469,387.494,255.207,393.011,290.283,379.415,286.538,388.676,,,309.199,352.224,320.629,367.199,,,,,,,,,,
labeled-data/milo_15s/buzz_mp4-0113_jpg.rf.83b335f363db6b9f4d4dcff4cddfa665.jpg,229.333,141.524,,,461.333,234.83,225.69,13.103,93.333,77.543,,,247.236,461.692,,,,,,,,,,,,,,,-11.316,497.279,,,,,16.787,564.708,,
labeled-data/milo_15s/Hidden-cam-recorded-dog-Super-Funny-Cute-Dog-Videos_mp4-0052_jpg.rf.93ce65be2a821187f46c55958d291132.jpg,,,,,,,437.043,170.106,460.268,180.484,405.416,165.165,,,339.693,362.839,,,312.514,361.851,,,431.113,194.322,344.635,173.566,139.064,181.473,,,,,,,,,,
labeled-data/milo_15s/Woman-Talks-to-Her-Best-Friend-Over-Two-Way-Talk-_mp4-0016_jpg.rf.32bde38867c3234b19373034e3022614.jpg,,,,,,,286.4,263.812,,,,,,,,,,,,,,,153.6,198.193,-401.6,239.805,-662.4,170.985,,,,,,,,,,
labeled-data/milo_15s/dogcam_144_multiple_35s_mp4-0021_jpg.rf.ac671c53049ef6a8ded8a990a0a2f71d.jpg,,,,,,,,,,,,,,,,,,,,,,,,,306.543,209.7,336.042,224.785,350.827,210.204,331.619,271.143,322.571,286.857,309.714,254.0,,
labeled-data/milo_15s/dogcam_108_single_45s_mp4-0013_jpg.rf.c0d73bbb2b500069697867861bb43dd2.jpg,,,,,,,,,,,,,,,,,,,,,,,194.143,217.152,199.193,214.962,,,208.548,206.452,,,,,,,,
labeled-data/milo_15s/This-Is-What-Golden-Retrievers-Do-When-They-re-Home-Alone-Furbo-Dog-Camera_mp4-0038_jpg.rf.db9727c6415dd90bce31b101e8609463.jpg,302.932,175.879,334.412,172.788,304.319,228.873,327.94,103.675,,,345.782,112.25,359.033,245.972,,,,,365.188,323.944,,,,,,,,,416.483,291.114,,,,,,,,
labeled-data/milo_15s/dogcam_96_multiple_49s_mp4-0038_jpg.rf.02f74ac5f49743646e640bea88ed0d58.jpg,249.274,224.434,263.793,221.6,268.565,231.409,255.706,210.886,239.498,217.894,,,249.589,245.176,231.499,299.603,,,,,,,,,202.251,228.479,171.784,232.997,158.484,273.317,,,195.871,279.909,178.928,280.991,189.681,297.735
labeled-data/milo_15s/dogcam_173_single_50s_mp4-0041_jpg.rf.3cd5dca7bf662cd862e58189d632b203.jpg,,,,,,,246.711,159.195,252.816,163.266,239.384,157.16,,,,,241.419,236.535,213.333,210.076,208.855,228.8,241.012,164.894,240.605,177.919,250.374,192.166,286.195,173.442,229.208,242.233,223.102,270.32,255.666,258.108,254.038,279.682
labeled-data/milo_15s/dogcam_83_multiple_30s_mp4-0009_jpg.rf.a5ae3124b0d41d0523000164589b2fe3.jpg,193.0,330.0,,,226.0,360.0,149.0,242.0,152.0,263.0,,,103.0,392.0,54.0,427.0,134.0,444.0,,,,,72.0,281.0,-40.0,283.0,,,-202.0,357.0,,,,,,,,
labeled-data/milo_15s/Dog-gone-wild-when-mom-wasn-t-home-_mp4-0020_jpg.rf.9a161789ae5dd5435c509c4b5c1e0c8e.jpg,,,,,,,,,,,,,-311.0,1031.5,,,,,,,,,59.919,559.905,296.705,668.418,688.881,626.493,,,,,,,,,,
labeled-data/milo_15s/bobby_120s-4-_mp4-0040_jpg.rf.64ff8990575fc9a3db98ae9c6d9101d4.jpg,,,,,485.426,250.128,501.711,248.606,509.016,250.28,498.819,251.803,,,,,,,,,,,498.946,269.226,487.639,295.063,467.043,319.689,452.194,350.131,428.725,319.945,413.104,324.152,488.446,350.372,501.139,367.265
labeled-data/milo_15s/bobby_120s-4-_mp4-0111_jpg.rf.f05ad717d6b7ec5f3ac815b4968300c0.jpg,,,,,342.91,201.777,352.425,202.509,360.476,202.948,350.083,206.022,,,,,,,,,,,343.788,234.265,,,,,,,,,,,,,,
labeled-data/milo_15s/Husky-s-priceless-protest-while-recovering-from-anesthesia_mp4-0019_jpg.rf.e463afd3447548f0ced173acb8508349.jpg,,,,,,,,,,,,,,,,,,,,,,,417.104,252.103,,,,,,,,,,,,,,
labeled-data/milo_15s/Dogs-Alone-_-We-want-to-see-your-stories-_-Channel-4_mp4-0089_jpg.rf.6219111dafa90b132b4b321625fc49c0.jpg,478.345,185.321,,,508.354,205.136,455.472,160.429,421.646,164.951,,,438.199,257.646,,,320.428,490.265,391.562,432.222,404.515,485.721,347.165,193.099,318.145,201.744,287.333,197.832,,,351.931,402.051,367.178,456.012,,,,
labeled-data/milo_15s/dogcam_149_single_10s_mp4-0003_jpg.rf.2eed10aa8b7b4de014585f676ca7ae9b.jpg,59.643,275.265,69.543,273.34,65.143,290.114,61.293,256.566,51.669,255.466,68.718,257.391,83.017,268.94,92.917,288.464,,,109.966,296.714,115.191,322.288,85.348,240.744,99.792,230.442,120.691,219.992,112.991,197.718,141.315,267.29,146.264,289.014,121.791,259.041,127.29,275.265
labeled-data/milo_15s/Watch-The-Reaction-Rigatoni-Gives-When-Hearing-His-Mom-s-Voice_mp4-0021_jpg.rf.23416dc0f15533013a59da9c45d0e1db.jpg,224.0,-128.305,880.0,174.185,-379.2,695.941,929.6,-275.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Naughty-Puppies-Caught-On-Furbo_mp4-0034_jpg.rf.34a10bbcb87fbffa9a97d8bfdb1eef1e.jpg,,,,,214.388,460.162,190.144,422.734,151.785,420.28,181.859,395.123,,,,,,,,,,,134.6,395.737,110.97,390.215,86.675,386.717,67.557,378.722,,,,,,,,
labeled-data/milo_15s/videoplayback-4-_mp4-0011_jpg.rf.4806d300d3d7fe7dd678927503364539.jpg,,,,,288.417,448.898,281.015,407.957,263.935,413.934,,,288.701,468.666,,,,,312.216,527.915,301.826,544.19,313.183,418.815,357.308,417.634,389.191,442.395,380.082,530.383,337.846,533.456,325.724,549.73,,,356.19,549.134
labeled-data/milo_15s/Cute-Dog-Eating-Treats-Furbo-Dog-Camera_mp4-0017_jpg.rf.79bbf7e26e310710894e931f8b1f9431.jpg,,,41.266,326.726,22.278,353.044,39.059,281.126,14.51,288.759,49.466,296.525,,,,,,,102.977,312.488,90.463,332.766,68.022,254.244,98.662,217.625,123.691,172.755,,,,,133.617,269.83,,,,
labeled-data/milo_15s/videoplayback_mp4-0054_jpg.rf.1366755773f7931855ed6810895483d9.jpg,129.209,107.075,283.142,108.995,164.368,238.515,,,108.286,52.571,321.619,58.286,280.429,378.224,,,,,,,,,,,432.571,185.429,,,,,,,,,,,,
labeled-data/milo_15s/Shiba-Inu-Plays-With-Lazer-Pointer-Caught-On-Furbo_mp4-0028_jpg.rf.a4f26e31542775b1f33897e22ddb36f1.jpg,,,220.508,370.435,213.277,390.186,209.745,348.01,200.328,332.767,229.029,340.164,,,188.78,367.909,187.546,395.31,242.595,371.496,236.765,400.413,218.939,298.902,199.305,276.526,147.185,281.408,154.36,270.649,,,,,,,,
labeled-data/milo_15s/buzz_mp4-0043_jpg.rf.2e46ee48d6dad3b84dd2e8cf18a5b23d.jpg,215.342,236.245,339.661,231.564,253.333,337.467,282.963,131.722,209.62,190.484,367.229,172.803,306.667,444.103,190.054,626.164,,,305.639,615.208,,,,,,,,,-16.0,412.615,,,,,15.145,537.898,12.297,635.397
labeled-data/milo_15s/dogcam_319_single_45s_mp4-0036_jpg.rf.7981072b51d0d648cb6580b43dfe30f5.jpg,101.266,106.125,185.866,107.045,150.923,191.683,143.566,6.769,70.92,39.887,227.247,37.128,,,100.346,327.838,116.899,423.515,286.099,289.199,318.284,355.437,,,,,,,,,78.277,453.874,60.805,534.831,53.449,472.273,72.76,553.231
labeled-data/milo_15s/This-Golden-Retriever-is-doing-a-drowsy-_-Furbo-Dog-Camera_mp4-0044_jpg.rf.2c24fad7c2a1fd839551621b036e0edc.jpg,211.648,164.871,232.871,164.039,224.34,186.503,221.219,140.742,209.984,143.446,235.16,141.158,224.078,198.589,212.036,249.337,216.667,267.858,224.819,244.892,227.413,257.856,,,190.392,162.579,,,162.961,227.072,183.134,228.964,190.174,238.224,169.795,231.371,176.465,241.558
labeled-data/milo_15s/dogcam_217_single_41_mp4-0012_jpg.rf.e1669a61ed03a46908cbd679ec69c2c6.jpg,,,-6.044,19.976,,,,,,,38.0,-11.333,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/REVIEW_-Furbo-the-amazing-treat-tossing-dog-camera-_mp4-0048_jpg.rf.15e44dbed00668d6d124c66c82cc6626.jpg,,,,,,,8.726,556.581,-43.115,489.768,76.807,472.909,,,,,,,,,,,,,93.671,416.712,138.642,346.152,170.497,316.181,,,,,,,,
labeled-data/milo_15s/Puppy-Chihuahua-Chewing-Shoe-Furbo-Dog-Camera_mp4-0013_jpg.rf.830e798df68a1c3a554c10d3839e17a0.jpg,,,,,,,61.929,122.911,56.922,122.782,69.472,124.134,91.405,138.564,,,,,127.019,147.432,,,83.036,109.415,99.13,91.882,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_84_single_58s_mp4-0047_jpg.rf.40125e7ee707f25313bbb7d21e567c8a.jpg,158.296,32.53,183.438,31.133,165.151,57.006,170.824,-11.662,151.346,-6.027,186.394,-7.211,,,158.593,200.595,,,217.552,203.516,,,,,,,,,,,,,264.697,168.186,,,,
labeled-data/milo_15s/dogcam_44_single_36_mp4-0025_jpg.rf.8f5cfae037228746b4c6b6d88d639f7a.jpg,,,,,547.727,62.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Mini-Dachshund-Monty-Boops-the-Ring-Cam-RingTV-1-_mp4-0011_jpg.rf.0a8606f77fb2b07c0bdded7e670b83a2.jpg,256.439,307.65,458.134,300.055,355.177,594.58,342.724,124.036,242.243,124.036,447.824,117.106,,,226.073,439.337,203.273,501.75,,,,,368.661,64.309,,,,,,,,,500.005,480.885,,,,
labeled-data/milo_15s/Family-Dogs-Know-How-to-Get-Their-Owner-s-Attention-When-They-Want-to-Come-Back-Inside-_mp4-0008_jpg.rf.10dce988108236cc92fa20bf00b2a5d7.jpg,512.833,441.271,882.915,507.026,,,719.871,219.751,535.035,188.937,934.39,259.277,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dalmation8_mp4-0001_jpg.rf.1e89538e47422d3dd09cb1b3c1508056.jpg,,,,,268.36,155.061,54.407,-39.919,-2.394,-0.166,-144.398,-5.845,,,93.48,1318.819,214.229,1511.517,,,,,-268.77,459.805,-528.846,940.388,-606.042,1574.081,-855.126,1747.326,-828.758,1613.483,,,-152.095,1690.955,60.386,1587.326
labeled-data/milo_15s/dogcam_203_single_60s_mp4-0018_jpg.rf.19898500c9f416fe7c6b5d5e89e7611b.jpg,340.926,259.145,354.478,261.828,340.279,283.028,349.005,241.516,335.279,239.381,363.513,242.487,,,,,,,,,,,,,362.754,168.274,371.215,139.981,,,,,,,,,,
labeled-data/milo_15s/Dog-s-Boop-With-Ring-Video-Doorbell-is-too-Adorable-_mp4-0004_jpg.rf.dafc66487012790100ab658badb1fe76.jpg,281.6,-77.713,,,601.6,-234.514,,,,,,,227.2,662.884,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/buzz_mp4-0041_jpg.rf.47b23de862e507f144d17cc17dd03805.jpg,215.084,236.719,342.872,233.678,253.333,337.467,284.455,135.127,205.348,190.486,370.255,172.236,306.667,444.103,193.343,618.992,,,305.738,618.159,,,,,,,,,-12.776,406.35,,,,,21.614,533.546,18.748,641.699
labeled-data/milo_15s/Adorable-Dog-Reacts-to-Being-Called-Through-Ring-Cam-RingTV-Ring-1080p-h264-_mp4-0010_jpg.rf.52346ebe8a6030334c3cf7088b54a850.jpg,-57.622,87.616,181.249,232.024,-147.042,424.717,204.954,-49.083,121.108,-91.739,287.376,-0.463,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/Cute-Dog-Examines-a-Ring-Cam-for-the-First-Time_mp4-0013_jpg.rf.9f71771460225a0f89f9cad89feb07e4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,89.482,40.163,62.586,169.07,-52.119,748.164,,,,,143.618,630.125,107.922,739.562
labeled-data/milo_15s/Pet-Parents-Tell-Mama-Dog-via-Their-Ring-Cam-to-Feed-Her-Puppies-Does-She-Listen-_mp4-0035_jpg.rf.420601a1c05a670b13b0645eb8802f51.jpg,,,,,,,,,,,,,,,,,,,11.266,394.567,,,,,58.555,278.129,145.338,303.6,,,141.7,416.399,,,,,,
labeled-data/milo_15s/dogcam_84_single_58s_mp4-0017_jpg.rf.537867646838bcc54bda3e639153beb7.jpg,,,,,,,,,,,,,,,,,591.841,721.193,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/bobby_120s-4-_mp4-0112_jpg.rf.9d6e3f1a318e7d4770224c4f99ddb6c5.jpg,,,,,342.91,201.777,352.425,202.509,360.476,202.948,350.083,206.022,,,,,,,,,,,343.788,234.265,,,,,,,,,,,,,,
labeled-data/milo_15s/videoplayback_mp4-0020_jpg.rf.c45141433096c17a73a20d7f189a5e00.jpg,212.62,113.196,369.337,104.233,295.415,185.376,,,191.619,72.571,407.81,64.952,294.0,365.905,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_44_single_36_mp4-0009_jpg.rf.5d1fc0c4197ba01858c4f76a0ad1fe97.jpg,152.661,160.746,186.123,164.075,167.086,187.367,169.907,136.17,146.616,139.369,191.625,140.368,168.656,215.165,140.209,385.629,,,213.558,383.867,211.223,430.022,,,,,,,,,,,,,,,,
labeled-data/milo_15s/husky_15s_mp4-0013_jpg.rf.4302e6001b18c291086d629402ceafa5.jpg,,,,,,,261.667,210.833,266.667,158.333,280.0,258.333,,,,,,,,,,,354.167,149.167,454.167,135.833,,,,,,,,,,,,
labeled-data/milo_15s/Silly-Moment-Caught-On-Furbo-Furbo-Dog-Camera_mp4-0003_jpg.rf.cad851d50a8975d1c73a7811aa64be27.jpg,,,,,,,150.511,259.809,,,149.047,265.957,,,,,,,205.254,319.239,202.912,326.265,175.979,268.006,220.477,257.174,260.29,244.585,272.585,209.161,247.702,292.013,240.969,302.259,,,,
labeled-data/milo_15s/Golden-Retriever-Poses-for-Selfie-Furbo-Dog-Camera_mp4-0003_jpg.rf.e629dc6997505825ef845b0315e6a6e3.jpg,,,,,301.046,19.522,,,,,,,245.453,210.794,100.794,418.778,,,354.247,403.241,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_101_multiple_58s_mp4-0018_jpg.rf.77c431da21d5864ed51a4470dd61aca3.jpg,-176.0,-233.5,411.5,-258.5,206.5,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/milo_15s/dogcam_203_single_60s_mp4-0049_jpg.rf.d73c155ff31dadd30efa23a848819989.jpg,,,,,399.003,200.642,391.274,181.234,,,394.0,181.143,,,,,,,416.311,201.463,410.854,208.371,408.358,154.542,440.74,149.287,480.587,161.653,488.488,144.134,485.022,207.984,482.477,220.39,,,,
labeled-data/milo_15s/Hidden-cam-recorded-dog-Super-Funny-Cute-Dog-Videos_mp4-0020_jpg.rf.129b80e5a8b18a3048c7a09979d6e596.jpg,12.259,153.309,68.135,169.305,25.566,198.207,68.135,35.342,41.578,29.874,107.58,38.466,115.858,148.964,99.091,211.221,63.47,248.698,143.245,262.799,,,,,314.379,80.955,387.612,206.496,409.468,295.275,332.344,343.677,,,,,,
labeled-data/milo_15s/dogcam_53_single_35s_mp4-0011_jpg.rf.a3f1e38c55b2861eb9dbd724fbb265f1.jpg,143.0,165.0,,,444.0,16.0,-91.0,228.0,,,,,339.0,399.0,,,,,828.0,306.0,,,,,,,,,,,,,,,,,,
